clustered_ci95_high,clustered_ci95_low,contrast_plus_minus,dataset,effect,interpretation,metric,paired_dataset_horizon_seed_cells
-0.00024186883040687793,-0.00024186883040687793,-0.00024186883040687793,ETTm1,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
1.0750491602623535e-05,1.0750491602623535e-05,1.0750491602623535e-05,ETTm2,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
-2.6077572973900894e-05,-2.6077572973900894e-05,-2.6077572973900894e-05,Weather,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
-0.0016505201152915313,-0.0016505201152915313,-0.0016505201152915313,Electricity,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.001984317914828259,0.001984317914828259,0.001984317914828259,Traffic,bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0026677035102136764,-0.00018693618138461283,0.0010877960008751528,ALL,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,84
-0.0006868589299323715,-0.0006868589299323715,-0.0006868589299323715,ETTh1,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.00024093517744984994,0.00024093517744984994,0.00024093517744984994,ETTh2,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
-0.00018950740524640783,-0.00018950740524640783,-0.00018950740524640783,ETTm1,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
-0.0001197605355848716,-0.0001197605355848716,-0.0001197605355848716,ETTm2,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.000212223098463534,0.000212223098463534,0.000212223098463534,Weather,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0049920777659160295,0.0049920777659160295,0.0049920777659160295,Electricity,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
0.0031654628350603065,0.0031654628350603065,0.0031654628350603065,Traffic,scale_x_bank_x_continuation,negative contrast favors the +1 level(s),mae,12
