source_table,dataset,horizon,mae,mse,seed,variant,mae_mean,mae_sd,mse_mean,mse_sd,seeds,batch_size,channels,dense_covariance_reference_mb,implementation_dense_channel_covariance,input_length,latency_ms,latency_sd_ms,parameters,peak_gpu_memory_mb,checkpoint,corruption,irregular_time_claim,missing_rate,model,num_windows,rmse,correlation,nrmse,predicted_process,setting,true_process,family,inducing_chamfer_error_samples,inducing_times,learned_length_samples,learned_period_samples,length_relative_error,name,oracle_inducing_times,period_relative_error,component_correlation,component_nrmse,identity_accuracy,inducing_chamfer_error,component_correlation_mean,component_correlation_sd,component_nrmse_mean,identity_accuracy_mean,inducing_chamfer_error_mean,mean,metric,sd_across_seeds,tasks,bootstrap_repetitions,dataset_seed_cluster_bootstrap_lower_95,dataset_seed_cluster_bootstrap_upper_95,latentflow_mean,losses,paired_task_wilcoxon_one_sided_p,paired_task_wilcoxon_statistic,relative_improvement_percent,ties,timepro_mean,wins,best_epoch,best_validation_mse,control_scope,inference_ms_batch,latentflow_gain_over_separator_control_percent,latentflow_mse,separator_gain_over_vpnet_percent,training_ms_optimizer_step,vpnet_mse,forecast_step,matern_approximate_variance,matern_leave_out_effect,ou_approximate_variance,ou_leave_out_effect,periodic_approximate_variance,periodic_leave_out_effect,prediction,predictive_variance,target
summary/central_ablation_summary.csv,Traffic,,,,,process_preserving,0.31633787859464124,0.0015106545804291984,0.49172872415873525,0.0031280558363697207,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/central_ablation_summary.csv,Traffic,,,,,full,0.3163481685789332,0.0015266074704333096,0.49170800693744177,0.0031387983096556656,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,7,0.0007476806640625,False,96,7.94204156845808,0.2576442525223883,1428265,38.7763671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,21,0.0067291259765625,False,96,7.702426239848137,0.0979750368036988,1428307,39.220703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,64,0.0625,False,96,9.29010696709156,0.547655514505881,1428436,41.8173828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,128,0.25,False,96,7.877907902002335,0.11527273902190398,1428628,46.08349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,321,1.5722808837890625,False,96,7.91911743581295,0.11644824865322673,1429207,58.95263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,512,4.0,False,96,7.88371916860342,0.10703524620678183,1429780,71.6845703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,862,11.33795166015625,False,96,7.906205393373966,0.0564968118931318,1430830,95.02099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary/channel_scaling.csv,,96,,,,,,,,,,1,1024,16.0,False,96,7.79113732278347,0.10132405772577872,1431316,105.8193359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
